"Plot","278","375.5","512.5","654.5","835","1027","1144.5","1340","1492.5","Weeds"
"YC20:1008",0.0013423,0.0038862,0.036993,0.05015,0.11782,0.38104,0.4761,0.25166,0.31412,"No"
"YC20:1009",0.026349,0.060741,0.1772,0.19976,0.4143,0.43484,0.71115,0.67349,0.71584,"No"
"YC20:1010",0.033017,0.068237,0.18071,0.25844,0.45995,0.44444,0.61489,0.6655,0.71472,"No"
"YC20:1011",0.00096293,0.0044121,0.03947,0.043418,0.26542,0.44688,0.42455,0.22914,0.28831,"No"
"YC20:1012",0.0032579,0.019857,0.1201,0.11005,0.41092,0.48449,0.62425,0.34296,0.3923,"No"
"YC20:1013",0.0048789,0.023638,0.095903,0.09335,0.32069,0.51042,0.51024,0.4542,0.49586,"No"
"YC20:1014",0.0038716,0.019738,0.097474,0.090339,0.34077,0.43048,0.55078,0.51045,0.58701,"No"
"YC20:1015",0.01477,0.033982,0.12587,0.15885,0.38265,0.44947,0.50114,0.61121,0.6468,"No"
"YC20:1016",0.023373,0.050787,0.17723,0.17909,0.4017,0.41601,0.58501,0.55321,0.55823,"No"
"YC20:1017",0.028567,0.067135,0.20898,0.13994,0.30676,0.32126,0.56054,0.62812,0.6597,"No"
"YC20:1018",0.006662,0.013992,0.10493,0.076311,0.24103,0.37033,0.42851,0.58688,0.62617,"No"
"YC20:1021",0.017479,0.042481,0.16675,0.17408,0.30968,0.38786,0.47887,0.6222,0.67373,"No"
"YC20:1022",0.0074116,0.018554,0.10901,0.12313,0.3271,0.44607,0.48833,0.63195,0.66981,"No"
"YC20:1023",0.015669,0.029355,0.12861,0.1731,0.40555,0.52044,0.5091,0.63856,0.68015,"No"
"YC20:1024",0.015165,0.024688,0.13607,0.16919,0.39723,0.53907,0.44634,0.63156,0.67336,"No"
"YC20:1025",0.025748,0.049991,0.1367,0.15486,0.32644,0.37943,0.25088,0.55639,0.58037,"No"
"YC20:1026",0.043945,0.08509,0.20648,0.22193,0.44625,0.48493,0.32664,0.60752,0.6632,"No"
"YC20:1027",0.026889,0.052363,0.20754,0.29343,0.61312,0.60169,0.45221,0.75245,0.76617,"No"
"YC20:1028",0.02829,0.055097,0.2576,0.22439,0.54648,0.58775,0.39119,0.61041,0.64058,"No"
"YC20:1029",0.0024106,0.0083016,0.080335,0.081402,0.40324,0.51077,0.24267,0.5056,0.58825,"No"
"YC20:1030",0.031952,0.063101,0.27046,0.30584,0.63441,0.64695,0.59003,0.67654,0.74017,"No"
"YC20:1031",0.0046768,0.013356,0.18259,0.2548,0.60485,0.54238,0.41872,0.54735,0.62787,"No"
"YC20:1032",0.0419,0.11257,0.49248,0.59917,0.82896,0.66997,0.56745,0.58511,0.6626,"No"
"YC20:1033",0.020759,0.043709,0.26274,0.3457,0.63204,0.49422,0.4813,0.67872,0.75361,"No"
"YC20:1034",0.033863,0.06027,0.35689,0.39805,0.73508,0.60547,0.67637,0.64356,0.66923,"No"
"YC20:1035",0.030081,0.073545,0.32275,0.38352,0.74892,0.70093,0.65531,0.75206,0.80297,"No"
"YC20:1036",0.03077,0.066094,0.32501,0.38176,0.80656,0.63185,0.65387,0.75016,0.7765,"No"
"YC20:1037",0.027429,0.052682,0.22926,0.26538,0.69741,0.53792,0.54532,0.74713,0.75055,"No"
"YC20:1038",0.0044852,0.014975,0.21076,0.22932,0.74695,0.56239,0.53107,0.58683,0.67294,"No"
"YC20:1046",0.0003068,0.00013149,0.0098931,0.00809,0.35314,0.12711,0.2559,0.1934,0.14701,"No"
"YC20:1047",0.023796,0.032127,0.12065,0.14869,0.60357,0.29901,0.65798,0.65912,0.67821,"No"
"YC20:1048",0.06031,0.090355,0.24093,0.25781,0.62099,0.1811,0.66944,0.58266,0.61404,"No"
"YC20:1049",0.01434,0.020234,0.082233,0.095725,0.39903,0.14202,0.56466,0.44191,0.48324,"No"
"YC20:1050",0.0098627,0.018033,0.06456,0.075036,0.41636,0.19123,0.58542,0.57211,0.61579,"No"
"YC20:1051",0.020295,0.039826,0.15519,0.19211,0.5471,0.3059,0.64387,0.60438,0.65025,"No"
"YC20:1060",0.033907,0.059118,0.31746,0.41085,0.75103,0.65919,0.50732,0.6946,0.6967,"No"
"YC20:1061",0.0095401,0.023784,0.33192,0.35772,0.79333,0.69767,0.51548,0.61381,0.67168,"No"
"YC20:1062",0.012871,0.023025,0.18297,0.21258,0.6485,0.56924,0.39476,0.43201,0.47477,"No"
"YC20:1063",0.03023,0.058184,0.34693,0.29546,0.80089,0.70325,0.59797,0.71048,0.70036,"No"
"YC20:1064",0.0085204,0.024073,0.18998,0.25541,0.66155,0.55836,0.37246,0.60608,0.60324,"No"
"YC20:1066",0.01667,0.044559,0.26828,0.3164,0.65828,0.60254,0.41301,0.6616,0.68318,"No"
"YC20:1067",0.016319,0.045509,0.25785,0.29172,0.73097,0.62071,0.34786,0.66254,0.73792,"No"
"YC20:1068",0.017128,0.038423,0.1373,0.20295,0.46424,0.62063,0.411,0.62481,0.68127,"No"
"YC20:1069",0.030595,0.063435,0.21145,0.21739,0.47492,0.48607,0.33484,0.53369,0.5564,"No"
"YC20:1070",0.03892,0.073866,0.2122,0.27638,0.46218,0.46628,0.267,0.62944,0.6734,"No"
"YC20:1071",0.013423,0.021374,0.085568,0.13633,0.29918,0.40259,0.37811,0.65367,0.69676,"No"
"YC20:1072",0.037569,0.073591,0.17351,0.24529,0.38784,0.42555,0.44966,0.62076,0.66466,"No"
"YC20:1073",0.023563,0.054143,0.16834,0.22425,0.39277,0.4562,0.41355,0.60647,0.61688,"No"
"YC20:1074",0.060981,0.11426,0.24827,0.30328,0.49967,0.58278,0.60818,0.7175,0.73346,"No"
"YC20:1075",0.026933,0.059395,0.13624,0.21145,0.36903,0.44354,0.53933,0.64374,0.70036,"No"
"YC20:1076",0.031777,0.070556,0.18052,0.23423,0.35696,0.41252,0.59725,0.64387,0.68311,"No"
"YC20:1080",0.012681,0.031031,0.12303,0.12259,0.35969,0.40118,0.58921,0.64594,0.71151,"No"
"YC20:1081",0.010884,0.023723,0.10107,0.088004,0.30707,0.32967,0.51757,0.51586,0.55118,"No"
"YC20:1082",0.017444,0.036626,0.12992,0.12893,0.31245,0.44107,0.59824,0.61491,0.66829,"No"
"YC20:1083",0.023504,0.051587,0.14768,0.14378,0.2486,0.33047,0.50476,0.61032,0.65385,"No"
"YC20:1084",0.03112,0.063786,0.17921,0.18978,0.41887,0.44348,0.60483,0.66937,0.71179,"No"
"YC20:1085",0.0014317,0.0087658,0.051097,0.05592,0.14142,0.25872,0.43611,0.43969,0.49382,"No"
"YC20:1086",0.038721,0.087014,0.18157,0.25661,0.43909,0.52778,0.70165,0.69721,0.73167,"No"
"YC20:1087",0.010985,0.039651,0.11515,0.13406,0.1926,0.28255,0.50224,0.59246,0.66978,"No"
"YC20:1088",0.020074,0.050705,0.1368,0.19976,0.39054,0.44003,0.5823,0.70264,0.73546,"No"
"YC20:1089",0.015976,0.033354,0.11749,0.14521,0.36442,0.40662,0.53381,0.61592,0.65091,"No"
"YC20:1104",0.024117,0.06548,0.19633,0.2532,0.43326,0.51337,0.67338,0.619,0.65926,"No"
"YC20:1105",0.022338,0.047612,0.12052,0.17432,0.3177,0.36558,0.5312,0.60943,0.67592,"No"
"YC20:1106",0.017984,0.040498,0.12749,0.17877,0.38341,0.38516,0.61362,0.6912,0.7359,"No"
"YC20:1107",0.049474,0.10921,0.26579,0.31467,0.47073,0.49118,0.71188,0.69004,0.72001,"No"
"YC20:1108",0.023052,0.054582,0.21357,0.22742,0.3202,0.47939,0.7153,0.60448,0.63164,"No"
"YC20:1109",0.02591,0.052697,0.16045,0.19224,0.32271,0.44976,0.54223,0.5643,0.5945,"No"
"YC20:1110",0.02564,0.047811,0.1334,0.16185,0.21423,0.43821,0.58586,0.57313,0.60305,"No"
"YC20:1111",0.018442,0.036144,0.12256,0.19188,0.35295,0.55728,0.6598,0.68583,0.73063,"No"
"YC20:1112",0.0094547,0.014215,0.077,0.1027,0.27953,0.37337,0.59386,0.65702,0.70457,"No"
"YC20:1113",0.011395,0.027773,0.12456,0.23509,0.5079,0.60185,0.67114,0.82992,0.81656,"No"
"YC20:1114",0.0075094,0.025202,0.079903,0.088624,0.26802,0.54984,0.63298,0.68842,0.73742,"No"
"YC20:1115",0.0041727,0.0090603,0.061913,0.072548,0.20141,0.47651,0.50792,0.48923,0.52754,"No"
"YC20:1116",0.029067,0.060081,0.21737,0.22824,0.39681,0.58536,0.61468,0.5367,0.60587,"No"
"YC20:1117",0.042281,0.077983,0.19812,0.19678,0.34221,0.49928,0.59446,0.5697,0.63791,"No"
"YC20:1118",0.0076596,0.012243,0.043591,0.050514,0.21688,0.52861,0.54689,0.44038,0.53076,"No"
"YC20:1119",0.049665,0.10962,0.28275,0.26748,0.44342,0.48161,0.68015,0.66368,0.7015,"No"
"YC20:1120",0.028144,0.056159,0.19057,0.18669,0.39349,0.51347,0.5482,0.61726,0.63873,"No"
"YC20:1121",0.027414,0.059774,0.18508,0.23797,0.45931,0.46767,0.38075,0.64073,0.68685,"No"
"YC20:1122",0.014622,0.029588,0.10995,0.17868,0.47345,0.50508,0.45022,0.75682,0.80253,"No"
"YC20:1123",0.010578,0.026422,0.12079,0.15013,0.4151,0.56882,0.31856,0.65123,0.68312,"No"
"YC20:1124",0.015567,0.028932,0.13547,0.17452,0.37257,0.56595,0.31537,0.60123,0.64227,"No"
"YC20:1125",0.024775,0.050262,0.18219,0.20813,0.4367,0.67464,0.4031,0.65249,0.72161,"No"
"YC20:1126",0.020309,0.045155,0.19747,0.28663,0.47535,0.65,0.31645,0.74312,0.8365,"No"
"YC20:1129",0.0038663,0.010344,0.12479,0.16465,0.53363,0.75046,0.46598,0.58274,0.70587,"No"
"YC20:1130",0.018908,0.036509,0.18435,0.2751,0.58244,0.69611,0.53866,0.65739,0.67818,"No"
"YC20:1131",0.019036,0.039475,0.24821,0.42173,0.64144,0.66323,0.58081,0.68905,0.73677,"No"
"YC20:1132",0.015203,0.042938,0.38232,0.56036,0.75238,0.82674,0.57852,0.66056,0.72537,"No"
"YC20:1142",0.035278,0.066165,0.1689,0.24644,0.66444,0.33389,0.54833,0.71685,0.72746,"No"
"YC20:1143",0.018018,0.026364,0.090174,0.10556,0.48696,0.30313,0.52719,0.59851,0.65789,"No"
"YC20:1144",0.028306,0.047847,0.13281,0.15325,0.44824,0.37228,0.5487,0.56806,0.62853,"No"
"YC20:1145",0.0096726,0.019521,0.069718,0.088148,0.36637,0.27956,0.57491,0.46258,0.51979,"No"
"YC20:1146",0.02751,0.039534,0.098008,0.14344,0.53374,0.42958,0.65426,0.52309,0.5606,"No"
"YC20:1147",0.0012547,0.0034724,0.026773,0.022219,0.49838,0.3456,0.52534,0.28103,0.30436,"No"
"YC20:1156",0.019404,0.04304,0.27469,0.35759,0.78699,0.806,0.64342,0.64661,0.76171,"No"
"YC20:1157",0.030084,0.065743,0.35203,0.41631,0.78016,0.78767,0.59829,0.62592,0.68884,"No"
"YC20:1158",0.022322,0.048431,0.29421,0.3765,0.71838,0.83341,0.52364,0.66206,0.71843,"No"
"YC20:1159",0.022322,0.042879,0.26095,0.30081,0.73053,0.81325,0.55249,0.70357,0.73637,"No"
"YC20:1160",0.011527,0.029263,0.19157,0.29475,0.67715,0.75746,0.45149,0.67088,0.78795,"No"
"YC20:1163",0.021374,0.054901,0.28802,0.32211,0.5594,0.70424,0.46352,0.79414,0.81831,"No"
"YC20:1164",0.025728,0.051064,0.18119,0.22337,0.44051,0.59594,0.41388,0.74417,0.78771,"No"
"YC20:1165",0.039417,0.072994,0.19442,0.23168,0.54112,0.64365,0.39594,0.65499,0.70194,"No"
"YC20:1166",0.021023,0.038,0.15268,0.20912,0.5117,0.69937,0.40029,0.67331,0.70333,"No"
"YC20:1167",0.018361,0.037591,0.12195,0.17939,0.43641,0.5807,0.3773,0.67517,0.70286,"No"
"YC20:1168",0.01033,0.025844,0.086231,0.11428,0.25749,0.45255,0.32144,0.51464,0.54675,"No"
"YC20:1169",0.002995,0.014853,0.10072,0.12379,0.33523,0.65024,0.55678,0.56797,0.60986,"No"
"YC20:1170",0.035876,0.1056,0.28962,0.33815,0.5303,0.68295,0.73052,0.82561,0.85131,"No"
"YC20:1171",0.015092,0.034844,0.11451,0.14744,0.32632,0.59822,0.5662,0.63225,0.65429,"No"
"YC20:1172",0.025991,0.055222,0.17993,0.21374,0.32488,0.5404,0.74638,0.64533,0.67532,"No"
"YC20:1173",0.014103,0.039655,0.1775,0.16916,0.29988,0.59949,0.80452,0.64218,0.67974,"No"
"YC20:1174",0.014668,0.025386,0.1047,0.12385,0.25761,0.4934,0.66094,0.59561,0.56855,"No"
"YC20:1175",0.0094688,0.022177,0.10022,0.11375,0.30164,0.66328,0.66282,0.65708,0.67254,"No"
"YC20:1176",0.025377,0.05032,0.16522,0.15466,0.26237,0.60476,0.57799,0.67089,0.68394,"No"
"YC20:1177",0.034224,0.066459,0.20969,0.18794,0.34503,0.52062,0.51973,0.64774,0.68411,"No"
"YC20:1178",0.0085174,0.018894,0.1136,0.12848,0.28632,0.48217,0.55507,0.61825,0.64283,"No"
"YC20:1179",0.039538,0.088385,0.29649,0.2687,0.44295,0.58173,0.7724,0.71785,0.78024,"No"
"YC20:1180",0.04767,0.096964,0.26994,0.27005,0.3674,0.46496,0.67892,0.73667,0.77534,"No"
"YC20:1181",0.020936,0.053267,0.30801,0.35685,0.54225,0.62256,0.74208,0.67323,0.70133,"No"
"YC20:1182",0.01252,0.050539,0.20637,0.22848,0.29232,0.36462,0.72476,0.67167,0.73608,"No"
"YC20:1183",0.022086,0.052129,0.23819,0.24392,0.43989,0.40775,0.68131,0.63174,0.68956,"No"
"YC20:1184",0.0035016,0.010682,0.059897,0.052182,0.22184,0.28049,0.62936,0.35707,0.44559,"No"
"YC20:1192",0.052596,0.10483,0.22722,0.24961,0.57401,0.3797,0.57848,0.59325,0.62129,"No"
"YC20:1193",0.038926,0.063049,0.18695,0.20945,0.34055,0.34437,0.68382,0.58933,0.62073,"No"
"YC20:1205",0.020194,0.063874,0.21764,0.26987,0.401,0.43722,0.64412,0.69042,0.71464,"No"
"YC20:1207",0.01439,0.037225,0.16237,0.2421,0.43847,0.44367,0.58166,0.5936,0.66368,"No"
"YC20:1208",0.034169,0.086751,0.25608,0.26415,0.41427,0.50053,0.58068,0.67125,0.69269,"No"
"YC20:1209",0.0075867,0.017721,0.092651,0.093438,0.33514,0.44438,0.555,0.61045,0.63796,"No"
"YC20:1210",0.024686,0.059162,0.19253,0.14233,0.33531,0.33269,0.48588,0.64486,0.6711,"No"
"YC20:1213",0.0094524,0.025012,0.10613,0.14228,0.36974,0.51385,0.70261,0.60466,0.67992,"No"
"YC20:1214",0.0093648,0.018744,0.079698,0.11643,0.33591,0.63894,0.54428,0.55838,0.6024,"No"
"YC20:1215",0.015358,0.06119,0.2254,0.28369,0.54134,0.75844,0.67902,0.56065,0.62709,"No"
"YC20:1216",0.0056978,0.017894,0.12459,0.10875,0.41391,0.69332,0.52335,0.53013,0.6024,"No"
"YC20:1217",0.021637,0.045345,0.14855,0.1974,0.40782,0.55604,0.308,0.65237,0.68929,"No"
"YC20:1218",0.0047709,0.0084005,0.048189,0.074221,0.26968,0.60677,0.32019,0.6417,0.66501,"No"
"YC20:1219",0.01192,0.026174,0.11757,0.16498,0.38369,0.71243,0.36162,0.56369,0.60998,"No"
"YC20:1220",0.013412,0.029703,0.15546,0.19211,0.4196,0.67467,0.35629,0.49554,0.53263,"No"
"YC20:1221",0.015503,0.03042,0.16009,0.19457,0.43606,0.6593,0.51236,0.68929,0.73083,"No"
"YC20:1222",0.033484,0.070192,0.22409,0.17857,0.40683,0.58255,0.30855,0.66184,0.69297,"No"
"YC20:1223",0.013627,0.033245,0.2184,0.24965,0.43018,0.72179,0.44607,0.69876,0.78348,"No"
"YC20:1225",0.013291,0.040746,0.2437,0.30784,0.51112,0.77466,0.43302,0.67006,0.69621,"No"
"YC20:1227",0.022619,0.056872,0.23106,0.22449,0.4172,0.69313,0.44367,0.61702,0.66954,"No"
"YC20:1228",0.02384,0.044253,0.21023,0.16166,0.33681,0.61218,0.42221,0.57441,0.64239,"No"
"YC20:1229",0.023858,0.042587,0.175,0.16393,0.40297,0.57397,0.31777,0.56764,0.65997,"No"
"YC20:1230",0.017865,0.039125,0.25645,0.2502,0.64906,0.6461,0.39125,0.7241,0.78513,"No"
"YC20:1231",0.01777,0.037833,0.24902,0.2408,0.65769,0.64312,0.64549,0.72563,0.78071,"No"
"YC20:1237",0.013904,0.024934,0.1133,0.15912,0.65948,0.42691,0.5905,0.58167,0.63106,"No"
"YC20:1238",0.028158,0.035516,0.1014,0.14156,0.47059,0.35978,0.68181,0.62591,0.67147,"No"
"YC20:1239",0.015076,0.024263,0.097415,0.10109,0.34151,0.34437,0.66882,0.61963,0.68512,"No"
"YC20:1240",0.048254,0.061686,0.18607,0.24023,0.60247,0.39633,0.73997,0.68673,0.70925,"No"
"YC20:1241",0.00026547,0.00016071,0.0054345,4.371e-05,0.44447,0.19341,0.11466,0.12982,0.15248,"No"
"YC20:1242",0.026043,0.047174,0.14373,0.21055,0.59766,0.34935,0.67796,0.60259,0.6611,"No"
"YC20:1243",0.012737,0.024813,0.10671,0.17994,0.55201,0.39303,0.58569,0.63221,0.64545,"No"
"YC20:1244",0.014094,0.024793,0.083297,0.096031,0.48161,0.36502,0.59952,0.53213,0.55175,"No"
"YC20:1245",0.0024828,0.011366,0.075094,0.084847,0.55657,0.35677,0.60958,0.18805,0.26492,"No"
"YC20:1246",0.013423,0.02076,0.12959,0.14331,0.58814,0.44699,0.65056,0.55035,0.63047,"No"
"YC20:1247",0.0014025,0.0075283,0.13671,0.073992,0.5075,0.59618,0.71335,0.23476,0.34902,"No"
"YC20:1248",0.047709,0.1055,0.35549,0.32763,0.59178,0.58587,0.74538,0.61208,0.69469,"No"
"YC20:1249",0.0051648,0.011176,0.15742,0.074684,0.35192,0.63232,0.64878,0.21006,0.32002,"No"
"YC20:1250",0.005194,0.0085466,0.1345,0.083865,0.34841,0.55792,0.54729,0.44858,0.52467,"No"
"YC20:1251",0.031338,0.054231,0.25121,0.23713,0.53864,0.59983,0.46719,0.71222,0.74475,"No"
"YC20:1252",0.035555,0.065216,0.24166,0.2413,0.42684,0.59774,0.44175,0.67412,0.6721,"No"
"YC20:1253",0.040749,0.067657,0.23354,0.27588,0.51203,0.67728,0.47392,0.65379,0.67527,"No"
"YC20:1254",0.0062153,0.011981,0.076385,0.094217,0.28792,0.60818,0.37066,0.53602,0.55291,"No"
"YC20:1255",0.022483,0.046093,0.42376,0.42801,0.64553,0.77394,0.46876,0.57238,0.62577,"No"
"YC20:1256",0.023945,0.060927,0.28581,0.38364,0.5231,0.72195,0.5189,0.64264,0.70594,"No"
"YC20:1257",0.021421,0.06212,0.33631,0.38619,0.56787,0.78654,0.55014,0.62492,0.59847,"No"
"YC20:1258",0.0137,0.030843,0.18564,0.22268,0.32245,0.56964,0.28709,0.63844,0.67772,"No"
"YC20:1259",0.055397,0.13274,0.32928,0.292,0.45539,0.63598,0.38776,0.70708,0.7004,"No"
"YC20:1260",0.022879,0.049416,0.17382,0.20426,0.35242,0.62509,0.36159,0.61738,0.65222,"No"
"YC20:1261",0.0084736,0.021272,0.12913,0.12038,0.28628,0.64847,0.29324,0.48943,0.57947,"No"
"YC20:1262",0.031208,0.054901,0.18979,0.20926,0.36587,0.66929,0.37578,0.62465,0.62502,"No"
"YC20:1263",0.017989,0.039217,0.12718,0.1561,0.32291,0.61993,0.38513,0.51025,0.53129,"No"
"YC20:1264",0.00016049,0.00070031,0.020441,0.022299,0.14851,0.55624,0.26037,0.23658,0.22208,"No"
"YC20:1265",0.026663,0.062911,0.24007,0.22863,0.54301,0.74602,0.57817,0.66479,0.65798,"No"
"YC20:1266",0.027787,0.085044,0.26576,0.25561,0.51233,0.55281,0.51343,0.61257,0.64908,"No"
"YC20:1267",0.03754,0.098481,0.20626,0.22515,0.4478,0.46102,0.49969,0.70955,0.71391,"No"
"YC20:1268",0.012927,0.027794,0.089154,0.089164,0.27864,0.30791,0.37232,0.51102,0.54511,"No"
"YC20:1272",0.018033,0.043887,0.15944,0.15303,0.41425,0.45343,0.58904,0.58662,0.59928,"No"
"YC20:1273",0.00057738,0.0029804,0.034036,0.017203,0.078151,0.23565,0.39182,0.21048,0.20721,"No"
"YC20:1287",0.015048,0.045797,0.21948,0.20765,0.57092,0.28879,0.66576,0.55366,0.60803,"No"
"YC20:1288",0.0074992,0.012184,0.067663,0.082281,0.32136,0.26968,0.68708,0.44277,0.56786,"No"
