"Plot","na_count","278","375.5","512.5","654.5","835","1027","1144.5","1340","1492.5"
"YC20:1009",0,0.026349,0.060741,0.1772,0.19976,0.4143,0.43484,0.71115,0.67349,0.71584
"YC20:1010",0,0.033017,0.068237,0.18071,0.25844,0.45995,0.44444,0.61489,0.6655,0.71472
"YC20:1015",0,0.01477,0.033982,0.12587,0.15885,0.38265,0.44947,0.50114,0.61121,0.6468
"YC20:1016",1,0.023373,0.050787,0.17723,0.17909,0.4017,0.41601,NA,0.55321,0.55823
"YC20:1017",2,0.028567,0.067135,NA,NA,0.30676,0.32126,0.56054,0.62812,0.6597
"YC20:1021",0,0.017479,0.042481,0.16675,0.17408,0.30968,0.38786,0.47887,0.6222,0.67373
"YC20:1023",0,0.015669,0.029355,0.12861,0.1731,0.40555,0.52044,0.5091,0.63856,0.68015
"YC20:1024",2,0.015165,0.024688,0.13607,0.16919,0.39723,NA,NA,0.63156,0.67336
"YC20:1025",2,0.025748,0.049991,0.1367,0.15486,0.32644,NA,NA,0.55639,0.58037
"YC20:1026",2,0.043945,0.08509,0.20648,0.22193,0.44625,NA,NA,0.60752,0.6632
"YC20:1027",2,0.026889,0.052363,0.20754,0.29343,0.61312,NA,NA,0.75245,0.76617
"YC20:1029",2,0.0024106,0.0083016,0.080335,0.081402,0.40324,NA,NA,0.5056,0.58825
"YC20:1030",0,0.031952,0.063101,0.27046,0.30584,0.63441,0.64695,0.59003,0.67654,0.74017
"YC20:1033",2,0.020759,0.043709,0.26274,0.3457,NA,NA,0.4813,0.67872,0.75361
"YC20:1035",0,0.030081,0.073545,0.32275,0.38352,0.74892,0.70093,0.65531,0.75206,0.80297
"YC20:1036",2,0.03077,0.066094,0.32501,0.38176,NA,NA,0.65387,0.75016,0.7765
"YC20:1037",2,0.027429,0.052682,0.22926,0.26538,NA,NA,0.54532,0.74713,0.75055
"YC20:1047",2,0.023796,0.032127,0.12065,0.14869,NA,NA,0.65798,0.65912,0.67821
"YC20:1051",2,0.020295,0.039826,0.15519,0.19211,NA,NA,0.64387,0.60438,0.65025
"YC20:1066",2,0.01667,0.044559,0.26828,0.3164,0.65828,NA,NA,0.6616,0.68318
"YC20:1068",2,0.017128,0.038423,0.1373,0.20295,0.46424,NA,NA,0.62481,0.68127
"YC20:1069",2,0.030595,0.063435,0.21145,0.21739,0.47492,NA,NA,0.53369,0.5564
"YC20:1070",2,0.03892,0.073866,0.2122,0.27638,0.46218,NA,NA,0.62944,0.6734
"YC20:1071",0,0.013423,0.021374,0.085568,0.13633,0.29918,0.40259,0.37811,0.65367,0.69676
"YC20:1072",0,0.037569,0.073591,0.17351,0.24529,0.38784,0.42555,0.44966,0.62076,0.66466
"YC20:1073",1,0.023563,0.054143,0.16834,0.22425,0.39277,NA,0.41355,0.60647,0.61688
"YC20:1074",0,0.060981,0.11426,0.24827,0.30328,0.49967,0.58278,0.60818,0.7175,0.73346
"YC20:1075",0,0.026933,0.059395,0.13624,0.21145,0.36903,0.44354,0.53933,0.64374,0.70036
"YC20:1076",0,0.031777,0.070556,0.18052,0.23423,0.35696,0.41252,0.59725,0.64387,0.68311
"YC20:1080",0,0.012681,0.031031,0.12303,0.12259,0.35969,0.40118,0.58921,0.64594,0.71151
"YC20:1082",0,0.017444,0.036626,0.12992,0.12893,0.31245,0.44107,0.59824,0.61491,0.66829
"YC20:1083",0,0.023504,0.051587,0.14768,0.14378,0.2486,0.33047,0.50476,0.61032,0.65385
"YC20:1084",0,0.03112,0.063786,0.17921,0.18978,0.41887,0.44348,0.60483,0.66937,0.71179
"YC20:1086",0,0.038721,0.087014,0.18157,0.25661,0.43909,0.52778,0.70165,0.69721,0.73167
"YC20:1087",0,0.010985,0.039651,0.11515,0.13406,0.1926,0.28255,0.50224,0.59246,0.66978
"YC20:1088",0,0.020074,0.050705,0.1368,0.19976,0.39054,0.44003,0.5823,0.70264,0.73546
"YC20:1089",0,0.015976,0.033354,0.11749,0.14521,0.36442,0.40662,0.53381,0.61592,0.65091
"YC20:1104",1,0.024117,0.06548,0.19633,0.2532,0.43326,0.51337,NA,0.619,0.65926
"YC20:1105",0,0.022338,0.047612,0.12052,0.17432,0.3177,0.36558,0.5312,0.60943,0.67592
"YC20:1106",0,0.017984,0.040498,0.12749,0.17877,0.38341,0.38516,0.61362,0.6912,0.7359
"YC20:1107",0,0.049474,0.10921,0.26579,0.31467,0.47073,0.49118,0.71188,0.69004,0.72001
"YC20:1108",2,0.023052,0.054582,0.21357,0.22742,0.3202,0.47939,NA,NA,0.63164
"YC20:1109",0,0.02591,0.052697,0.16045,0.19224,0.32271,0.44976,0.54223,0.5643,0.5945
"YC20:1110",0,0.02564,0.047811,0.1334,0.16185,0.21423,0.43821,0.58586,0.57313,0.60305
"YC20:1111",0,0.018442,0.036144,0.12256,0.19188,0.35295,0.55728,0.6598,0.68583,0.73063
"YC20:1113",1,0.011395,0.027773,0.12456,0.23509,0.5079,0.60185,0.67114,NA,0.81656
"YC20:1114",0,0.0075094,0.025202,0.079903,0.088624,0.26802,0.54984,0.63298,0.68842,0.73742
"YC20:1116",2,0.029067,0.060081,0.21737,0.22824,0.39681,0.58536,NA,NA,0.60587
"YC20:1117",0,0.042281,0.077983,0.19812,0.19678,0.34221,0.49928,0.59446,0.5697,0.63791
"YC20:1119",0,0.049665,0.10962,0.28275,0.26748,0.44342,0.48161,0.68015,0.66368,0.7015
"YC20:1120",0,0.028144,0.056159,0.19057,0.18669,0.39349,0.51347,0.5482,0.61726,0.63873
"YC20:1121",2,0.027414,0.059774,0.18508,0.23797,0.45931,NA,NA,0.64073,0.68685
"YC20:1122",2,0.014622,0.029588,0.10995,0.17868,0.47345,NA,NA,0.75682,0.80253
"YC20:1123",2,0.010578,0.026422,0.12079,0.15013,0.4151,NA,NA,0.65123,0.68312
"YC20:1125",2,0.024775,0.050262,0.18219,0.20813,0.4367,NA,NA,0.65249,0.72161
"YC20:1126",2,0.020309,0.045155,0.19747,0.28663,0.47535,NA,NA,0.74312,0.8365
"YC20:1129",2,0.0038663,0.010344,0.12479,0.16465,0.53363,NA,NA,0.58274,0.70587
"YC20:1130",2,0.018908,0.036509,0.18435,0.2751,0.58244,NA,NA,0.65739,0.67818
"YC20:1131",2,0.019036,0.039475,0.24821,0.42173,0.64144,NA,NA,0.68905,0.73677
"YC20:1142",2,0.035278,0.066165,0.1689,0.24644,NA,NA,0.54833,0.71685,0.72746
"YC20:1143",2,0.018018,0.026364,0.090174,0.10556,NA,NA,0.52719,0.59851,0.65789
"YC20:1144",2,0.028306,0.047847,0.13281,0.15325,NA,NA,0.5487,0.56806,0.62853
"YC20:1158",2,0.022322,0.048431,0.29421,0.3765,0.71838,NA,NA,0.66206,0.71843
"YC20:1159",2,0.022322,0.042879,0.26095,0.30081,0.73053,NA,NA,0.70357,0.73637
"YC20:1160",2,0.011527,0.029263,0.19157,0.29475,0.67715,NA,NA,0.67088,0.78795
"YC20:1163",2,0.021374,0.054901,0.28802,0.32211,0.5594,NA,NA,0.79414,0.81831
"YC20:1164",2,0.025728,0.051064,0.18119,0.22337,0.44051,NA,NA,0.74417,0.78771
"YC20:1165",2,0.039417,0.072994,0.19442,0.23168,0.54112,NA,NA,0.65499,0.70194
"YC20:1166",2,0.021023,0.038,0.15268,0.20912,0.5117,NA,NA,0.67331,0.70333
"YC20:1167",2,0.018361,0.037591,0.12195,0.17939,0.43641,NA,NA,0.67517,0.70286
"YC20:1169",2,0.002995,0.014853,0.10072,0.12379,0.33523,NA,NA,0.56797,0.60986
"YC20:1170",0,0.035876,0.1056,0.28962,0.33815,0.5303,0.68295,0.73052,0.82561,0.85131
"YC20:1172",2,0.025991,0.055222,0.17993,0.21374,0.32488,0.5404,NA,NA,0.67532
"YC20:1173",2,0.014103,0.039655,0.1775,0.16916,0.29988,0.59949,NA,NA,0.67974
"YC20:1176",0,0.025377,0.05032,0.16522,0.15466,0.26237,0.60476,0.57799,0.67089,0.68394
"YC20:1177",2,0.034224,0.066459,NA,NA,0.34503,0.52062,0.51973,0.64774,0.68411
"YC20:1179",1,0.039538,0.088385,NA,0.2687,0.44295,0.58173,0.7724,0.71785,0.78024
"YC20:1180",0,0.04767,0.096964,0.26994,0.27005,0.3674,0.46496,0.67892,0.73667,0.77534
"YC20:1181",1,0.020936,0.053267,0.30801,0.35685,0.54225,0.62256,NA,0.67323,0.70133
"YC20:1182",0,0.01252,0.050539,0.20637,0.22848,0.29232,0.36462,0.72476,0.67167,0.73608
"YC20:1183",0,0.022086,0.052129,0.23819,0.24392,0.43989,0.40775,0.68131,0.63174,0.68956
"YC20:1192",2,0.052596,0.10483,0.22722,0.24961,NA,NA,0.57848,0.59325,0.62129
"YC20:1193",2,0.038926,0.063049,0.18695,0.20945,0.34055,0.34437,NA,NA,0.62073
"YC20:1205",0,0.020194,0.063874,0.21764,0.26987,0.401,0.43722,0.64412,0.69042,0.71464
"YC20:1207",0,0.01439,0.037225,0.16237,0.2421,0.43847,0.44367,0.58166,0.5936,0.66368
"YC20:1208",0,0.034169,0.086751,0.25608,0.26415,0.41427,0.50053,0.58068,0.67125,0.69269
"YC20:1210",2,0.024686,0.059162,NA,NA,0.33531,0.33269,0.48588,0.64486,0.6711
"YC20:1213",2,0.0094524,0.025012,0.10613,0.14228,0.36974,0.51385,NA,NA,0.67992
"YC20:1217",2,0.021637,0.045345,0.14855,0.1974,0.40782,NA,NA,0.65237,0.68929
"YC20:1219",2,0.01192,0.026174,0.11757,0.16498,0.38369,NA,NA,0.56369,0.60998
"YC20:1221",2,0.015503,0.03042,0.16009,0.19457,0.43606,NA,NA,0.68929,0.73083
"YC20:1223",2,0.013627,0.033245,0.2184,0.24965,0.43018,NA,NA,0.69876,0.78348
"YC20:1225",2,0.013291,0.040746,0.2437,0.30784,0.51112,NA,NA,0.67006,0.69621
"YC20:1227",2,0.022619,0.056872,0.23106,0.22449,0.4172,NA,NA,0.61702,0.66954
"YC20:1229",2,0.023858,0.042587,0.175,0.16393,0.40297,NA,NA,0.56764,0.65997
"YC20:1230",2,0.017865,0.039125,0.25645,0.2502,0.64906,NA,NA,0.7241,0.78513
"YC20:1231",0,0.01777,0.037833,0.24902,0.2408,0.65769,0.64312,0.64549,0.72563,0.78071
"YC20:1237",2,0.013904,0.024934,0.1133,0.15912,NA,NA,0.5905,0.58167,0.63106
"YC20:1239",0,0.015076,0.024263,0.097415,0.10109,0.34151,0.34437,0.66882,0.61963,0.68512
"YC20:1243",2,0.012737,0.024813,0.10671,0.17994,NA,NA,0.58569,0.63221,0.64545
"YC20:1248",2,0.047709,0.1055,0.35549,0.32763,0.59178,0.58587,NA,NA,0.69469
"YC20:1251",2,0.031338,0.054231,0.25121,0.23713,0.53864,NA,NA,0.71222,0.74475
"YC20:1253",2,0.040749,0.067657,0.23354,0.27588,0.51203,NA,NA,0.65379,0.67527
"YC20:1256",2,0.023945,0.060927,0.28581,0.38364,0.5231,NA,NA,0.64264,0.70594
"YC20:1258",2,0.0137,0.030843,0.18564,0.22268,0.32245,NA,NA,0.63844,0.67772
"YC20:1260",2,0.022879,0.049416,0.17382,0.20426,0.35242,NA,NA,0.61738,0.65222
"YC20:1262",2,0.031208,0.054901,0.18979,0.20926,0.36587,NA,NA,0.62465,0.62502
"YC20:1266",0,0.027787,0.085044,0.26576,0.25561,0.51233,0.55281,0.51343,0.61257,0.64908
"YC20:1267",0,0.03754,0.098481,0.20626,0.22515,0.4478,0.46102,0.49969,0.70955,0.71391
"YC20:1268",0,0.012927,0.027794,0.089154,0.089164,0.27864,0.30791,0.37232,0.51102,0.54511
"YC20:1272",0,0.018033,0.043887,0.15944,0.15303,0.41425,0.45343,0.58904,0.58662,0.59928
"YC20:1289",0,0.030215,0.065796,0.15963,0.19836,0.39743,0.363,0.67217,0.68341,0.71828
"YC20:1306",0,0.018646,0.039373,0.12679,0.14963,0.29874,0.37929,0.47956,0.601,0.66312
"YC20:1309",2,0.021826,0.039446,0.1285,0.16925,0.41986,0.44825,NA,NA,0.63848
"YC20:1316",2,0.024919,0.059884,0.19674,0.23641,0.44715,NA,NA,0.77483,0.81755
"YC20:1317",2,0.010609,0.026721,0.10436,0.16192,0.34401,NA,NA,0.67141,0.73973
"YC20:1318",2,0.028085,0.052726,0.15992,0.1835,0.40871,NA,NA,0.68842,0.72899
"YC20:1319",0,0.025124,0.060206,0.20541,0.22745,0.55766,0.63178,0.64139,0.74964,0.76771
"YC20:1321",2,0.027481,0.058739,0.2203,0.26308,0.51826,NA,NA,0.66147,0.66536
"YC20:1322",2,0.027721,0.052288,0.24947,0.29206,0.59124,NA,NA,0.69195,0.7067
"YC20:1323",2,0.014225,0.026122,0.10388,0.16862,0.35981,NA,NA,0.71317,0.79279
"YC20:1324",2,0.014021,0.024559,0.19553,0.22825,0.48694,NA,NA,0.63265,0.68092
"YC20:1325",2,0.029351,0.046614,0.19678,0.22023,0.5408,NA,NA,0.63529,0.66047
"YC20:1328",0,0.035993,0.05728,0.1793,0.19566,0.58749,0.66185,0.66086,0.64757,0.71194
"YC20:1333",0,0.016012,0.040414,0.13717,0.13729,0.45933,0.45644,0.49404,0.56828,0.61838
"YC20:1335",2,0.017293,0.029063,0.10378,0.12673,NA,NA,0.3839,0.53058,0.58406
"YC20:1336",2,0.056145,0.091303,0.23528,0.2344,NA,NA,0.38202,0.58837,0.6223
"YC20:1339",0,0.012795,0.018996,0.09253,0.1158,0.59211,0.60184,0.678,0.63932,0.70163
"YC20:1343",0,0.017887,0.038745,0.15731,0.1559,0.41116,0.64375,0.68145,0.66583,0.69195
"YC20:1351",2,0.019477,0.050184,0.33008,0.41523,0.65624,NA,NA,0.73928,0.77508
"YC20:1352",0,0.022935,0.050272,0.23429,0.37334,0.49355,0.66931,0.63106,0.70033,0.73775
"YC20:1354",0,0.010665,0.021462,0.12129,0.14021,0.33959,0.51569,0.57775,0.58234,0.65245
"YC20:1357",0,0.026553,0.068835,0.18862,0.23334,0.45531,0.66785,0.67605,0.64181,0.68702
"YC20:1358",2,0.011089,0.023507,0.076886,0.10674,0.3025,NA,NA,0.48199,0.53833
"YC20:1368",0,0.025158,0.055412,0.17372,0.213,0.38464,0.49104,0.73871,0.73701,0.75303
"YC20:1369",1,0.036367,0.074233,0.20308,0.26342,0.40239,0.47627,NA,0.64977,0.68349
"YC20:1409",2,0.02632,0.053018,0.15618,0.19441,0.42654,0.51076,NA,NA,0.61183
"YC20:1410",0,0.014765,0.022324,0.07983,0.11509,0.35137,0.50428,0.54856,0.58131,0.62686
"YC20:1431",2,0.021522,0.048073,0.25588,0.3006,NA,NA,0.45132,0.58258,0.64959
"YC20:1501",1,0.015028,0.028693,0.12255,0.12551,0.40452,0.4924,NA,0.58545,0.62195
"YC20:1504",0,0.017035,0.041397,0.15478,0.19884,0.47495,0.48953,0.65482,0.66734,0.71696
"YC20:1505",0,0.0059753,0.022367,0.083218,0.12808,0.30005,0.3844,0.55018,0.56743,0.65241
"YC20:1506",0,0.0235,0.036831,0.15054,0.19024,0.36039,0.54064,0.70207,0.70207,0.75255
"YC20:2008",1,0.029807,0.058272,0.1824,0.22428,NA,0.50234,0.57435,0.68555,0.72286
"YC20:2017",0,0.025911,0.046736,0.18406,0.18975,0.41963,0.52009,0.55746,0.6402,0.65069
"YC20:2018",0,0.019259,0.039782,0.13091,0.19874,0.46952,0.58943,0.59107,0.69167,0.70902
"YC20:2022",2,0.030084,0.052259,0.19869,0.24063,0.55642,0.62831,NA,NA,0.71335
"YC20:2024",0,0.032798,0.059534,0.18111,0.23485,0.46339,0.51968,0.73665,0.75346,0.75545
"YC20:2026",2,0.035192,0.069571,0.19515,0.28924,0.59653,0.60582,NA,NA,0.65119
"YC20:2032",0,0.056608,0.099594,0.19142,0.27945,0.42004,0.39744,0.69206,0.68109,0.71705
"YC20:2033",2,0.026451,0.058716,0.163,0.24598,NA,NA,0.67623,0.65516,0.6902
"YC20:2034",0,0.028474,0.048321,0.15927,0.19763,0.41911,0.43589,0.60098,0.6711,0.69786
"YC20:2035",0,0.0249,0.045626,0.13611,0.21232,0.49554,0.48661,0.70179,0.65695,0.71989
"YC20:2041",1,0.059293,0.10629,0.21333,0.23124,0.27714,0.34761,0.55537,NA,0.67411
"YC20:2042",0,0.02829,0.048007,0.12667,0.1792,0.39023,0.46293,0.61236,0.70167,0.72066
"YC20:2044",2,0.041068,0.075868,0.19263,0.25428,0.41475,0.54139,NA,NA,0.61482
